,E,D,C,B,A,O,A',B',C',D',E',outcomes,str_out_det
67,11297,8208,7761,7415,6837,8178,6637,7061,7562,7968,11076,"{'tie': 57, 'left_suc_strategic': 26, 'left_unsuc_best_try': 92, 'left_unsuc_sincere': 110, 'left_unsuc_random': 136, 'left_winning_sincere': 45169, 'right_suc_strategic': 12, 'right_unsuc_best_try': 102, 'right_unsuc_sincere': 69, 'right_unsuc_random': 75, 'right_winning_sincere': 43701}","{'left_suc_strategic': {-9: 0, -7: 3, -5: 6, -3: 8, -1: 9}, 'left_unsuc_best_try': {-9: 59, -7: 10, -5: 12, -3: 7, -1: 4}, 'right_suc_strategic': {1: 2, 3: 5, 5: 1, 7: 4, 9: 0}, 'right_unsuc_best_try': {1: 8, 3: 8, 5: 7, 7: 13, 9: 66}}"
68,11303,8210,7751,7412,6834,8178,6645,7059,7569,7975,11064,"{'tie': 54, 'left_suc_strategic': 27, 'left_unsuc_best_try': 112, 'left_unsuc_sincere': 101, 'left_unsuc_random': 119, 'left_winning_sincere': 45148, 'right_suc_strategic': 13, 'right_unsuc_best_try': 72, 'right_unsuc_sincere': 73, 'right_unsuc_random': 85, 'right_winning_sincere': 43763}","{'left_suc_strategic': {-9: 0, -7: 5, -5: 3, -3: 9, -1: 10}, 'left_unsuc_best_try': {-9: 65, -7: 7, -5: 16, -3: 13, -1: 11}, 'right_suc_strategic': {1: 2, 3: 7, 5: 3, 7: 1, 9: 0}, 'right_unsuc_best_try': {1: 6, 3: 4, 5: 6, 7: 8, 9: 48}}"
69,11303,8209,7744,7413,6826,8178,6656,7060,7575,7972,11064,"{'tie': 57, 'left_suc_strategic': 17, 'left_unsuc_best_try': 120, 'left_unsuc_sincere': 101, 'left_unsuc_random': 103, 'left_winning_sincere': 45133, 'right_suc_strategic': 15, 'right_unsuc_best_try': 69, 'right_unsuc_sincere': 87, 'right_unsuc_random': 82, 'right_winning_sincere': 43770}","{'left_suc_strategic': {-9: 0, -7: 2, -5: 2, -3: 7, -1: 6}, 'left_unsuc_best_try': {-9: 77, -7: 13, -5: 12, -3: 11, -1: 7}, 'right_suc_strategic': {1: 4, 3: 2, 5: 6, 7: 3, 9: 0}, 'right_unsuc_best_try': {1: 7, 3: 6, 5: 4, 7: 10, 9: 42}}"
70,11297,8210,7745,7398,6832,8178,6658,7057,7581,7976,11068,"{'tie': 57, 'left_suc_strategic': 28, 'left_unsuc_best_try': 87, 'left_unsuc_sincere': 119, 'left_unsuc_random': 97, 'left_winning_sincere': 45123, 'right_suc_strategic': 20, 'right_unsuc_best_try': 79, 'right_unsuc_sincere': 83, 'right_unsuc_random': 73, 'right_winning_sincere': 43780}","{'left_suc_strategic': {-9: 0, -7: 5, -5: 8, -3: 14, -1: 1}, 'left_unsuc_best_try': {-9: 65, -7: 11, -5: 2, -3: 6, -1: 3}, 'right_suc_strategic': {1: 8, 3: 3, 5: 5, 7: 4, 9: 0}, 'right_unsuc_best_try': {1: 9, 3: 7, 5: 5, 7: 10, 9: 48}}"
71,11280,8214,7738,7395,6829,8178,6661,7062,7595,7974,11074,"{'tie': 56, 'left_suc_strategic': 22, 'left_unsuc_best_try': 84, 'left_unsuc_sincere': 110, 'left_unsuc_random': 109, 'left_winning_sincere': 45107, 'right_suc_strategic': 11, 'right_unsuc_best_try': 78, 'right_unsuc_sincere': 83, 'right_unsuc_random': 60, 'right_winning_sincere': 43811}","{'left_suc_strategic': {-9: 0, -7: 1, -5: 5, -3: 7, -1: 9}, 'left_unsuc_best_try': {-9: 61, -7: 4, -5: 9, -3: 8, -1: 2}, 'right_suc_strategic': {1: 3, 3: 2, 5: 3, 7: 3, 9: 0}, 'right_unsuc_best_try': {1: 6, 3: 5, 5: 2, 7: 15, 9: 50}}"
72,11276,8211,7723,7412,6828,8178,6658,7058,7607,7977,11072,"{'tie': 58, 'left_suc_strategic': 14, 'left_unsuc_best_try': 98, 'left_unsuc_sincere': 105, 'left_unsuc_random': 104, 'left_winning_sincere': 45089, 'right_suc_strategic': 9, 'right_unsuc_best_try': 76, 'right_unsuc_sincere': 73, 'right_unsuc_random': 73, 'right_winning_sincere': 43839}","{'left_suc_strategic': {-9: 0, -7: 2, -5: 6, -3: 1, -1: 5}, 'left_unsuc_best_try': {-9: 64, -7: 10, -5: 15, -3: 3, -1: 6}, 'right_suc_strategic': {1: 5, 3: 2, 5: 1, 7: 1, 9: 0}, 'right_unsuc_best_try': {1: 4, 3: 4, 5: 10, 7: 7, 9: 51}}"
73,11277,8205,7727,7399,6819,8178,6672,7065,7615,7988,11055,"{'tie': 55, 'left_suc_strategic': 23, 'left_unsuc_best_try': 94, 'left_unsuc_sincere': 99, 'left_unsuc_random': 101, 'left_winning_sincere': 45085, 'right_suc_strategic': 17, 'right_unsuc_best_try': 60, 'right_unsuc_sincere': 75, 'right_unsuc_random': 74, 'right_winning_sincere': 43852}","{'left_suc_strategic': {-9: 0, -7: 8, -5: 4, -3: 7, -1: 4}, 'left_unsuc_best_try': {-9: 56, -7: 8, -5: 6, -3: 16, -1: 8}, 'right_suc_strategic': {1: 4, 3: 8, 5: 3, 7: 2, 9: 0}, 'right_unsuc_best_try': {1: 4, 3: 1, 5: 9, 7: 4, 9: 42}}"
74,11283,8186,7724,7401,6815,8178,6686,7064,7619,7994,11050,"{'tie': 67, 'left_suc_strategic': 14, 'left_unsuc_best_try': 112, 'left_unsuc_sincere': 92, 'left_unsuc_random': 90, 'left_winning_sincere': 45078, 'right_suc_strategic': 12, 'right_unsuc_best_try': 67, 'right_unsuc_sincere': 80, 'right_unsuc_random': 69, 'right_winning_sincere': 43868}","{'left_suc_strategic': {-9: 0, -7: 3, -5: 3, -3: 5, -1: 3}, 'left_unsuc_best_try': {-9: 64, -7: 16, -5: 11, -3: 8, -1: 13}, 'right_suc_strategic': {1: 1, 3: 8, 5: 1, 7: 2, 9: 0}, 'right_unsuc_best_try': {1: 4, 3: 8, 5: 11, 7: 4, 9: 40}}"
75,11270,8186,7723,7403,6823,8178,6687,7068,7619,7989,11054,"{'tie': 70, 'left_suc_strategic': 20, 'left_unsuc_best_try': 82, 'left_unsuc_sincere': 102, 'left_unsuc_random': 95, 'left_winning_sincere': 45068, 'right_suc_strategic': 12, 'right_unsuc_best_try': 77, 'right_unsuc_sincere': 67, 'right_unsuc_random': 67, 'right_winning_sincere': 43890}","{'left_suc_strategic': {-9: 0, -7: 5, -5: 7, -3: 5, -1: 3}, 'left_unsuc_best_try': {-9: 62, -7: 5, -5: 3, -3: 6, -1: 6}, 'right_suc_strategic': {1: 1, 3: 6, 5: 2, 7: 3, 9: 0}, 'right_unsuc_best_try': {1: 6, 3: 7, 5: 6, 7: 11, 9: 47}}"
76,11277,8166,7715,7402,6814,8178,6697,7078,7623,7992,11058,"{'tie': 64, 'left_suc_strategic': 12, 'left_unsuc_best_try': 101, 'left_unsuc_sincere': 95, 'left_unsuc_random': 96, 'left_winning_sincere': 45060, 'right_suc_strategic': 11, 'right_unsuc_best_try': 72, 'right_unsuc_sincere': 75, 'right_unsuc_random': 56, 'right_winning_sincere': 43921}","{'left_suc_strategic': {-9: 0, -7: 2, -5: 2, -3: 5, -1: 3}, 'left_unsuc_best_try': {-9: 58, -7: 16, -5: 10, -3: 9, -1: 8}, 'right_suc_strategic': {1: 4, 3: 0, 5: 4, 7: 3, 9: 0}, 'right_unsuc_best_try': {1: 6, 3: 5, 5: 9, 7: 6, 9: 46}}"
77,11270,8166,7714,7396,6812,8178,6700,7085,7631,7997,11051,"{'tie': 63, 'left_suc_strategic': 22, 'left_unsuc_best_try': 96, 'left_unsuc_sincere': 87, 'left_unsuc_random': 88, 'left_winning_sincere': 45036, 'right_suc_strategic': 12, 'right_unsuc_best_try': 60, 'right_unsuc_sincere': 66, 'right_unsuc_random': 67, 'right_winning_sincere': 43956}","{'left_suc_strategic': {-9: 0, -7: 5, -5: 0, -3: 10, -1: 7}, 'left_unsuc_best_try': {-9: 65, -7: 5, -5: 11, -3: 10, -1: 5}, 'right_suc_strategic': {1: 5, 3: 3, 5: 4, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 6, 3: 4, 5: 5, 7: 4, 9: 41}}"
78,11258,8167,7721,7392,6814,8178,6702,7096,7637,7999,11036,"{'tie': 58, 'left_suc_strategic': 19, 'left_unsuc_best_try': 84, 'left_unsuc_sincere': 98, 'left_unsuc_random': 79, 'left_winning_sincere': 45028, 'right_suc_strategic': 11, 'right_unsuc_best_try': 53, 'right_unsuc_sincere': 56, 'right_unsuc_random': 75, 'right_winning_sincere': 43986}","{'left_suc_strategic': {-9: 0, -7: 4, -5: 3, -3: 7, -1: 5}, 'left_unsuc_best_try': {-9: 59, -7: 5, -5: 10, -3: 6, -1: 4}, 'right_suc_strategic': {1: 3, 3: 2, 5: 4, 7: 2, 9: 0}, 'right_unsuc_best_try': {1: 2, 3: 4, 5: 7, 7: 4, 9: 36}}"
79,11234,8170,7724,7397,6820,8178,6710,7100,7647,7994,11026,"{'tie': 62, 'left_suc_strategic': 5, 'left_unsuc_best_try': 80, 'left_unsuc_sincere': 88, 'left_unsuc_random': 98, 'left_winning_sincere': 45030, 'right_suc_strategic': 17, 'right_unsuc_best_try': 53, 'right_unsuc_sincere': 66, 'right_unsuc_random': 68, 'right_winning_sincere': 43970}","{'left_suc_strategic': {-9: 0, -7: 2, -5: 2, -3: 1, -1: 0}, 'left_unsuc_best_try': {-9: 52, -7: 7, -5: 4, -3: 9, -1: 8}, 'right_suc_strategic': {1: 9, 3: 3, 5: 4, 7: 1, 9: 0}, 'right_unsuc_best_try': {1: 2, 3: 8, 5: 2, 7: 10, 9: 31}}"
80,11218,8173,7722,7401,6817,8178,6717,7100,7645,8005,11024,"{'tie': 61, 'left_suc_strategic': 14, 'left_unsuc_best_try': 73, 'left_unsuc_sincere': 104, 'left_unsuc_random': 78, 'left_winning_sincere': 45038, 'right_suc_strategic': 14, 'right_unsuc_best_try': 63, 'right_unsuc_sincere': 61, 'right_unsuc_random': 60, 'right_winning_sincere': 43986}","{'left_suc_strategic': {-9: 0, -7: 4, -5: 2, -3: 1, -1: 7}, 'left_unsuc_best_try': {-9: 51, -7: 2, -5: 9, -3: 8, -1: 3}, 'right_suc_strategic': {1: 3, 3: 5, 5: 5, 7: 1, 9: 0}, 'right_unsuc_best_try': {1: 2, 3: 5, 5: 13, 7: 8, 9: 35}}"
81,11212,8179,7716,7397,6814,8178,6721,7101,7640,7999,11043,"{'tie': 68, 'left_suc_strategic': 16, 'left_unsuc_best_try': 85, 'left_unsuc_sincere': 82, 'left_unsuc_random': 82, 'left_winning_sincere': 45027, 'right_suc_strategic': 11, 'right_unsuc_best_try': 59, 'right_unsuc_sincere': 67, 'right_unsuc_random': 53, 'right_winning_sincere': 44003}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 6, -3: 7, -1: 3}, 'left_unsuc_best_try': {-9: 57, -7: 6, -5: 8, -3: 7, -1: 7}, 'right_suc_strategic': {1: 0, 3: 4, 5: 4, 7: 3, 9: 0}, 'right_unsuc_best_try': {1: 6, 3: 6, 5: 6, 7: 8, 9: 33}}"
82,11211,8185,7717,7384,6808,8178,6726,7094,7648,8007,11042,"{'tie': 59, 'left_suc_strategic': 15, 'left_unsuc_best_try': 90, 'left_unsuc_sincere': 79, 'left_unsuc_random': 81, 'left_winning_sincere': 45026, 'right_suc_strategic': 13, 'right_unsuc_best_try': 67, 'right_unsuc_sincere': 48, 'right_unsuc_random': 56, 'right_winning_sincere': 44026}","{'left_suc_strategic': {-9: 0, -7: 1, -5: 6, -3: 6, -1: 2}, 'left_unsuc_best_try': {-9: 61, -7: 4, -5: 8, -3: 11, -1: 6}, 'right_suc_strategic': {1: 4, 3: 5, 5: 2, 7: 2, 9: 0}, 'right_unsuc_best_try': {1: 4, 3: 7, 5: 4, 7: 7, 9: 45}}"
83,11210,8173,7717,7388,6808,8178,6728,7093,7645,8005,11055,"{'tie': 65, 'left_suc_strategic': 12, 'left_unsuc_best_try': 75, 'left_unsuc_sincere': 83, 'left_unsuc_random': 75, 'left_winning_sincere': 45015, 'right_suc_strategic': 14, 'right_unsuc_best_try': 62, 'right_unsuc_sincere': 59, 'right_unsuc_random': 46, 'right_winning_sincere': 44049}","{'left_suc_strategic': {-9: 0, -7: 4, -5: 2, -3: 1, -1: 5}, 'left_unsuc_best_try': {-9: 50, -7: 10, -5: 6, -3: 7, -1: 2}, 'right_suc_strategic': {1: 2, 3: 6, 5: 3, 7: 3, 9: 0}, 'right_unsuc_best_try': {1: 3, 3: 3, 5: 3, 7: 9, 9: 44}}"
84,11202,8179,7717,7381,6803,8178,6743,7089,7655,8011,11042,"{'tie': 64, 'left_suc_strategic': 16, 'left_unsuc_best_try': 79, 'left_unsuc_sincere': 64, 'left_unsuc_random': 83, 'left_winning_sincere': 45000, 'right_suc_strategic': 5, 'right_unsuc_best_try': 49, 'right_unsuc_sincere': 56, 'right_unsuc_random': 58, 'right_winning_sincere': 44060}","{'left_suc_strategic': {-9: 0, -7: 1, -5: 3, -3: 8, -1: 4}, 'left_unsuc_best_try': {-9: 52, -7: 7, -5: 8, -3: 7, -1: 5}, 'right_suc_strategic': {1: 0, 3: 4, 5: 1, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 2, 3: 5, 5: 5, 7: 3, 9: 34}}"
85,11201,8170,7724,7382,6793,8178,6741,7096,7653,8004,11058,"{'tie': 63, 'left_suc_strategic': 17, 'left_unsuc_best_try': 70, 'left_unsuc_sincere': 73, 'left_unsuc_random': 70, 'left_winning_sincere': 44988, 'right_suc_strategic': 14, 'right_unsuc_best_try': 67, 'right_unsuc_sincere': 41, 'right_unsuc_random': 50, 'right_winning_sincere': 44081}","{'left_suc_strategic': {-9: 0, -7: 7, -5: 1, -3: 4, -1: 5}, 'left_unsuc_best_try': {-9: 47, -7: 7, -5: 5, -3: 1, -1: 10}, 'right_suc_strategic': {1: 6, 3: 3, 5: 4, 7: 1, 9: 0}, 'right_unsuc_best_try': {1: 6, 3: 5, 5: 4, 7: 9, 9: 43}}"
86,11195,8175,7715,7380,6792,8178,6738,7100,7655,8013,11059,"{'tie': 66, 'left_suc_strategic': 19, 'left_unsuc_best_try': 70, 'left_unsuc_sincere': 71, 'left_unsuc_random': 75, 'left_winning_sincere': 44977, 'right_suc_strategic': 7, 'right_unsuc_best_try': 53, 'right_unsuc_sincere': 53, 'right_unsuc_random': 49, 'right_winning_sincere': 44088}","{'left_suc_strategic': {-9: 0, -7: 2, -5: 6, -3: 8, -1: 3}, 'left_unsuc_best_try': {-9: 46, -7: 6, -5: 10, -3: 6, -1: 2}, 'right_suc_strategic': {1: 2, 3: 1, 5: 3, 7: 1, 9: 0}, 'right_unsuc_best_try': {1: 5, 3: 2, 5: 1, 7: 4, 9: 41}}"
87,11191,8174,7709,7376,6797,8178,6740,7103,7664,8020,11048,"{'tie': 70, 'left_suc_strategic': 11, 'left_unsuc_best_try': 59, 'left_unsuc_sincere': 71, 'left_unsuc_random': 74, 'left_winning_sincere': 44969, 'right_suc_strategic': 15, 'right_unsuc_best_try': 50, 'right_unsuc_sincere': 53, 'right_unsuc_random': 52, 'right_winning_sincere': 44102}","{'left_suc_strategic': {-9: 0, -7: 1, -5: 6, -3: 2, -1: 2}, 'left_unsuc_best_try': {-9: 39, -7: 9, -5: 5, -3: 5, -1: 1}, 'right_suc_strategic': {1: 4, 3: 7, 5: 3, 7: 1, 9: 0}, 'right_unsuc_best_try': {1: 3, 3: 2, 5: 4, 7: 4, 9: 37}}"
88,11202,8163,7707,7370,6795,8178,6737,7108,7659,8028,11053,"{'tie': 70, 'left_suc_strategic': 8, 'left_unsuc_best_try': 76, 'left_unsuc_sincere': 74, 'left_unsuc_random': 62, 'left_winning_sincere': 44957, 'right_suc_strategic': 7, 'right_unsuc_best_try': 57, 'right_unsuc_sincere': 41, 'right_unsuc_random': 53, 'right_winning_sincere': 44117}","{'left_suc_strategic': {-9: 0, -7: 1, -5: 2, -3: 4, -1: 1}, 'left_unsuc_best_try': {-9: 50, -7: 9, -5: 9, -3: 6, -1: 2}, 'right_suc_strategic': {1: 1, 3: 2, 5: 3, 7: 1, 9: 0}, 'right_unsuc_best_try': {1: 2, 3: 6, 5: 10, 7: 2, 9: 37}}"
89,11196,8165,7701,7371,6805,8178,6739,7113,7659,8024,11049,"{'tie': 64, 'left_suc_strategic': 14, 'left_unsuc_best_try': 77, 'left_unsuc_sincere': 60, 'left_unsuc_random': 77, 'left_winning_sincere': 44946, 'right_suc_strategic': 10, 'right_unsuc_best_try': 51, 'right_unsuc_sincere': 44, 'right_unsuc_random': 54, 'right_winning_sincere': 44137}","{'left_suc_strategic': {-9: 0, -7: 3, -5: 4, -3: 3, -1: 4}, 'left_unsuc_best_try': {-9: 53, -7: 10, -5: 8, -3: 3, -1: 3}, 'right_suc_strategic': {1: 1, 3: 4, 5: 0, 7: 5, 9: 0}, 'right_unsuc_best_try': {1: 0, 3: 0, 5: 7, 7: 9, 9: 35}}"
90,11190,8172,7694,7376,6799,8178,6745,7129,7659,8021,11037,"{'tie': 62, 'left_suc_strategic': 15, 'left_unsuc_best_try': 61, 'left_unsuc_sincere': 80, 'left_unsuc_random': 64, 'left_winning_sincere': 44944, 'right_suc_strategic': 8, 'right_unsuc_best_try': 49, 'right_unsuc_sincere': 50, 'right_unsuc_random': 58, 'right_winning_sincere': 44143}","{'left_suc_strategic': {-9: 0, -7: 1, -5: 8, -3: 4, -1: 2}, 'left_unsuc_best_try': {-9: 42, -7: 8, -5: 4, -3: 3, -1: 4}, 'right_suc_strategic': {1: 4, 3: 2, 5: 1, 7: 1, 9: 0}, 'right_unsuc_best_try': {1: 0, 3: 4, 5: 2, 7: 9, 9: 34}}"
91,11175,8174,7689,7372,6798,8178,6755,7129,7667,8026,11037,"{'tie': 57, 'left_suc_strategic': 16, 'left_unsuc_best_try': 63, 'left_unsuc_sincere': 71, 'left_unsuc_random': 70, 'left_winning_sincere': 44953, 'right_suc_strategic': 12, 'right_unsuc_best_try': 47, 'right_unsuc_sincere': 51, 'right_unsuc_random': 53, 'right_winning_sincere': 44143}","{'left_suc_strategic': {-9: 0, -7: 1, -5: 8, -3: 2, -1: 5}, 'left_unsuc_best_try': {-9: 38, -7: 9, -5: 5, -3: 6, -1: 5}, 'right_suc_strategic': {1: 3, 3: 4, 5: 3, 7: 2, 9: 0}, 'right_unsuc_best_try': {1: 1, 3: 4, 5: 2, 7: 6, 9: 34}}"
92,11186,8173,7685,7362,6802,8178,6765,7123,7672,8027,11027,"{'tie': 62, 'left_suc_strategic': 13, 'left_unsuc_best_try': 73, 'left_unsuc_sincere': 76, 'left_unsuc_random': 59, 'left_winning_sincere': 44925, 'right_suc_strategic': 7, 'right_unsuc_best_try': 42, 'right_unsuc_sincere': 48, 'right_unsuc_random': 58, 'right_winning_sincere': 44177}","{'left_suc_strategic': {-9: 0, -7: 1, -5: 2, -3: 9, -1: 1}, 'left_unsuc_best_try': {-9: 43, -7: 10, -5: 9, -3: 8, -1: 3}, 'right_suc_strategic': {1: 2, 3: 1, 5: 3, 7: 1, 9: 0}, 'right_unsuc_best_try': {1: 2, 3: 8, 5: 4, 7: 4, 9: 24}}"
93,11183,8169,7687,7358,6803,8178,6763,7120,7679,8027,11033,"{'tie': 61, 'left_suc_strategic': 14, 'left_unsuc_best_try': 63, 'left_unsuc_sincere': 65, 'left_unsuc_random': 71, 'left_winning_sincere': 44934, 'right_suc_strategic': 7, 'right_unsuc_best_try': 55, 'right_unsuc_sincere': 48, 'right_unsuc_random': 50, 'right_winning_sincere': 44179}","{'left_suc_strategic': {-9: 0, -7: 4, -5: 3, -3: 6, -1: 1}, 'left_unsuc_best_try': {-9: 44, -7: 5, -5: 5, -3: 3, -1: 6}, 'right_suc_strategic': {1: 2, 3: 2, 5: 1, 7: 2, 9: 0}, 'right_unsuc_best_try': {1: 4, 3: 4, 5: 5, 7: 10, 9: 32}}"
94,11174,8167,7686,7368,6800,8178,6760,7127,7687,8025,11028,"{'tie': 64, 'left_suc_strategic': 12, 'left_unsuc_best_try': 62, 'left_unsuc_sincere': 72, 'left_unsuc_random': 63, 'left_winning_sincere': 44927, 'right_suc_strategic': 5, 'right_unsuc_best_try': 39, 'right_unsuc_sincere': 53, 'right_unsuc_random': 50, 'right_winning_sincere': 44188}","{'left_suc_strategic': {-9: 0, -7: 2, -5: 3, -3: 1, -1: 6}, 'left_unsuc_best_try': {-9: 48, -7: 6, -5: 3, -3: 2, -1: 3}, 'right_suc_strategic': {1: 3, 3: 1, 5: 1, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 2, 3: 1, 5: 5, 7: 4, 9: 27}}"
95,11156,8168,7678,7374,6799,8178,6762,7132,7690,8030,11033,"{'tie': 66, 'left_suc_strategic': 9, 'left_unsuc_best_try': 57, 'left_unsuc_sincere': 63, 'left_unsuc_random': 75, 'left_winning_sincere': 44917, 'right_suc_strategic': 7, 'right_unsuc_best_try': 50, 'right_unsuc_sincere': 49, 'right_unsuc_random': 35, 'right_winning_sincere': 44195}","{'left_suc_strategic': {-9: 0, -7: 1, -5: 3, -3: 3, -1: 2}, 'left_unsuc_best_try': {-9: 41, -7: 4, -5: 5, -3: 4, -1: 3}, 'right_suc_strategic': {1: 1, 3: 2, 5: 1, 7: 3, 9: 0}, 'right_unsuc_best_try': {1: 3, 3: 2, 5: 6, 7: 4, 9: 35}}"
96,11166,8158,7676,7363,6794,8178,6763,7141,7687,8033,11041,"{'tie': 67, 'left_suc_strategic': 11, 'left_unsuc_best_try': 79, 'left_unsuc_sincere': 56, 'left_unsuc_random': 65, 'left_winning_sincere': 44895, 'right_suc_strategic': 14, 'right_unsuc_best_try': 41, 'right_unsuc_sincere': 45, 'right_unsuc_random': 38, 'right_winning_sincere': 44220}","{'left_suc_strategic': {-9: 0, -7: 3, -5: 2, -3: 3, -1: 3}, 'left_unsuc_best_try': {-9: 46, -7: 9, -5: 8, -3: 11, -1: 5}, 'right_suc_strategic': {1: 2, 3: 3, 5: 5, 7: 4, 9: 0}, 'right_unsuc_best_try': {1: 3, 3: 2, 5: 4, 7: 5, 9: 27}}"
97,11158,8155,7676,7355,6791,8178,6773,7137,7690,8038,11049,"{'tie': 65, 'left_suc_strategic': 8, 'left_unsuc_best_try': 63, 'left_unsuc_sincere': 66, 'left_unsuc_random': 63, 'left_winning_sincere': 44886, 'right_suc_strategic': 7, 'right_unsuc_best_try': 46, 'right_unsuc_sincere': 48, 'right_unsuc_random': 30, 'right_winning_sincere': 44242}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 3, -3: 2, -1: 3}, 'left_unsuc_best_try': {-9: 36, -7: 7, -5: 8, -3: 5, -1: 7}, 'right_suc_strategic': {1: 0, 3: 3, 5: 3, 7: 1, 9: 0}, 'right_unsuc_best_try': {1: 1, 3: 5, 5: 3, 7: 7, 9: 30}}"
98,11149,8160,7672,7360,6790,8178,6773,7145,7698,8038,11037,"{'tie': 63, 'left_suc_strategic': 12, 'left_unsuc_best_try': 55, 'left_unsuc_sincere': 65, 'left_unsuc_random': 59, 'left_winning_sincere': 44873, 'right_suc_strategic': 6, 'right_unsuc_best_try': 40, 'right_unsuc_sincere': 43, 'right_unsuc_random': 45, 'right_winning_sincere': 44269}","{'left_suc_strategic': {-9: 0, -7: 1, -5: 4, -3: 3, -1: 4}, 'left_unsuc_best_try': {-9: 39, -7: 4, -5: 8, -3: 2, -1: 2}, 'right_suc_strategic': {1: 1, 3: 0, 5: 3, 7: 2, 9: 0}, 'right_unsuc_best_try': {1: 3, 3: 0, 5: 1, 7: 4, 9: 32}}"
99,11138,8159,7678,7361,6795,8178,6771,7155,7696,8037,11032,"{'tie': 67, 'left_suc_strategic': 11, 'left_unsuc_best_try': 59, 'left_unsuc_sincere': 54, 'left_unsuc_random': 61, 'left_winning_sincere': 44869, 'right_suc_strategic': 7, 'right_unsuc_best_try': 45, 'right_unsuc_sincere': 53, 'right_unsuc_random': 46, 'right_winning_sincere': 44269}","{'left_suc_strategic': {-9: 0, -7: 2, -5: 1, -3: 4, -1: 4}, 'left_unsuc_best_try': {-9: 40, -7: 5, -5: 5, -3: 5, -1: 4}, 'right_suc_strategic': {1: 4, 3: 1, 5: 1, 7: 1, 9: 0}, 'right_unsuc_best_try': {1: 1, 3: 4, 5: 4, 7: 9, 9: 27}}"
100,11130,8158,7671,7357,6803,8178,6778,7157,7699,8044,11025,"{'tie': 62, 'left_suc_strategic': 6, 'left_unsuc_best_try': 52, 'left_unsuc_sincere': 61, 'left_unsuc_random': 62, 'left_winning_sincere': 44859, 'right_suc_strategic': 8, 'right_unsuc_best_try': 47, 'right_unsuc_sincere': 45, 'right_unsuc_random': 45, 'right_winning_sincere': 44279}","{'left_suc_strategic': {-9: 0, -7: 1, -5: 2, -3: 3, -1: 0}, 'left_unsuc_best_try': {-9: 37, -7: 2, -5: 6, -3: 2, -1: 5}, 'right_suc_strategic': {1: 4, 3: 1, 5: 2, 7: 1, 9: 0}, 'right_unsuc_best_try': {1: 3, 3: 3, 5: 3, 7: 6, 9: 32}}"
101,11126,8171,7659,7356,6799,8178,6781,7151,7700,8054,11025,"{'tie': 62, 'left_suc_strategic': 11, 'left_unsuc_best_try': 52, 'left_unsuc_sincere': 56, 'left_unsuc_random': 61, 'left_winning_sincere': 44851, 'right_suc_strategic': 15, 'right_unsuc_best_try': 37, 'right_unsuc_sincere': 51, 'right_unsuc_random': 45, 'right_winning_sincere': 44290}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 3, -3: 3, -1: 5}, 'left_unsuc_best_try': {-9: 27, -7: 8, -5: 10, -3: 3, -1: 4}, 'right_suc_strategic': {1: 2, 3: 7, 5: 3, 7: 3, 9: 0}, 'right_unsuc_best_try': {1: 5, 3: 2, 5: 4, 7: 3, 9: 23}}"
102,11128,8169,7663,7353,6791,8178,6785,7157,7694,8052,11030,"{'tie': 66, 'left_suc_strategic': 8, 'left_unsuc_best_try': 61, 'left_unsuc_sincere': 48, 'left_unsuc_random': 57, 'left_winning_sincere': 44847, 'right_suc_strategic': 10, 'right_unsuc_best_try': 42, 'right_unsuc_sincere': 49, 'right_unsuc_random': 36, 'right_winning_sincere': 44310}","{'left_suc_strategic': {-9: 0, -7: 1, -5: 2, -3: 3, -1: 2}, 'left_unsuc_best_try': {-9: 43, -7: 2, -5: 2, -3: 5, -1: 9}, 'right_suc_strategic': {1: 5, 3: 2, 5: 2, 7: 1, 9: 0}, 'right_unsuc_best_try': {1: 1, 3: 2, 5: 7, 7: 5, 9: 27}}"
103,11122,8162,7666,7355,6790,8178,6779,7159,7696,8061,11032,"{'tie': 67, 'left_suc_strategic': 10, 'left_unsuc_best_try': 56, 'left_unsuc_sincere': 52, 'left_unsuc_random': 55, 'left_winning_sincere': 44853, 'right_suc_strategic': 16, 'right_unsuc_best_try': 40, 'right_unsuc_sincere': 43, 'right_unsuc_random': 42, 'right_winning_sincere': 44316}","{'left_suc_strategic': {-9: 0, -7: 2, -5: 4, -3: 0, -1: 4}, 'left_unsuc_best_try': {-9: 40, -7: 7, -5: 3, -3: 4, -1: 2}, 'right_suc_strategic': {1: 5, 3: 6, 5: 1, 7: 4, 9: 0}, 'right_unsuc_best_try': {1: 5, 3: 0, 5: 4, 7: 2, 9: 29}}"
