,E,D,C,B,A,O,A',B',C',D',E',outcomes,str_out_det
141,11024,8122,7615,7355,6748,8178,6835,7220,7749,8106,11048,"{'tie': 60, 'left_suc_strategic': 7, 'left_unsuc_best_try': 29, 'left_unsuc_sincere': 30, 'left_unsuc_random': 31, 'left_winning_sincere': 44655, 'right_suc_strategic': 7, 'right_unsuc_best_try': 15, 'right_unsuc_sincere': 18, 'right_unsuc_random': 21, 'right_winning_sincere': 44646}","{'left_suc_strategic': {-9: 0, -7: 2, -5: 3, -3: 1, -1: 1}, 'left_unsuc_best_try': {-9: 19, -7: 3, -5: 1, -3: 3, -1: 3}, 'right_suc_strategic': {1: 1, 3: 3, 5: 2, 7: 1, 9: 0}, 'right_unsuc_best_try': {1: 0, 3: 2, 5: 1, 7: 1, 9: 11}}"
142,11007,8126,7620,7352,6748,8178,6841,7224,7751,8110,11043,"{'tie': 62, 'left_suc_strategic': 5, 'left_unsuc_best_try': 13, 'left_unsuc_sincere': 30, 'left_unsuc_random': 41, 'left_winning_sincere': 44660, 'right_suc_strategic': 6, 'right_unsuc_best_try': 15, 'right_unsuc_sincere': 11, 'right_unsuc_random': 20, 'right_winning_sincere': 44645}","{'left_suc_strategic': {-9: 0, -7: 1, -5: 0, -3: 3, -1: 1}, 'left_unsuc_best_try': {-9: 8, -7: 1, -5: 2, -3: 2, -1: 0}, 'right_suc_strategic': {1: 3, 3: 0, 5: 2, 7: 1, 9: 0}, 'right_unsuc_best_try': {1: 0, 3: 2, 5: 0, 7: 0, 9: 13}}"
143,11008,8122,7616,7352,6741,8178,6845,7221,7752,8113,11052,"{'tie': 62, 'left_suc_strategic': 7, 'left_unsuc_best_try': 24, 'left_unsuc_sincere': 31, 'left_unsuc_random': 31, 'left_winning_sincere': 44646, 'right_suc_strategic': 5, 'right_unsuc_best_try': 23, 'right_unsuc_sincere': 14, 'right_unsuc_random': 7, 'right_winning_sincere': 44663}","{'left_suc_strategic': {-9: 0, -7: 1, -5: 1, -3: 1, -1: 4}, 'left_unsuc_best_try': {-9: 12, -7: 4, -5: 2, -3: 1, -1: 5}, 'right_suc_strategic': {1: 0, 3: 3, 5: 2, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 2, 3: 2, 5: 1, 7: 4, 9: 14}}"
144,11010,8117,7618,7344,6737,8178,6848,7224,7758,8115,11051,"{'tie': 58, 'left_suc_strategic': 7, 'left_unsuc_best_try': 30, 'left_unsuc_sincere': 22, 'left_unsuc_random': 32, 'left_winning_sincere': 44639, 'right_suc_strategic': 2, 'right_unsuc_best_try': 12, 'right_unsuc_sincere': 16, 'right_unsuc_random': 13, 'right_winning_sincere': 44684}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 0, -3: 6, -1: 1}, 'left_unsuc_best_try': {-9: 13, -7: 5, -5: 6, -3: 5, -1: 1}, 'right_suc_strategic': {1: 0, 3: 0, 5: 1, 7: 1, 9: 0}, 'right_unsuc_best_try': {1: 0, 3: 1, 5: 0, 7: 1, 9: 10}}"
145,11004,8118,7618,7341,6739,8178,6849,7229,7761,8118,11045,"{'tie': 54, 'left_suc_strategic': 4, 'left_unsuc_best_try': 24, 'left_unsuc_sincere': 23, 'left_unsuc_random': 28, 'left_winning_sincere': 44636, 'right_suc_strategic': 4, 'right_unsuc_best_try': 5, 'right_unsuc_sincere': 14, 'right_unsuc_random': 20, 'right_winning_sincere': 44700}","{'left_suc_strategic': {-9: 0, -7: 1, -5: 1, -3: 2, -1: 0}, 'left_unsuc_best_try': {-9: 16, -7: 4, -5: 3, -3: 1, -1: 0}, 'right_suc_strategic': {1: 2, 3: 1, 5: 0, 7: 1, 9: 0}, 'right_unsuc_best_try': {1: 0, 3: 0, 5: 1, 7: 0, 9: 4}}"
146,11011,8115,7613,7339,6739,8178,6855,7227,7761,8120,11042,"{'tie': 53, 'left_suc_strategic': 7, 'left_unsuc_best_try': 31, 'left_unsuc_sincere': 15, 'left_unsuc_random': 18, 'left_winning_sincere': 44630, 'right_suc_strategic': 4, 'right_unsuc_best_try': 9, 'right_unsuc_sincere': 14, 'right_unsuc_random': 16, 'right_winning_sincere': 44709}","{'left_suc_strategic': {-9: 0, -7: 1, -5: 2, -3: 2, -1: 2}, 'left_unsuc_best_try': {-9: 20, -7: 3, -5: 5, -3: 1, -1: 2}, 'right_suc_strategic': {1: 0, 3: 1, 5: 2, 7: 1, 9: 0}, 'right_unsuc_best_try': {1: 0, 3: 1, 5: 1, 7: 1, 9: 6}}"
147,11004,8118,7615,7342,6736,8178,6855,7226,7763,8117,11046,"{'tie': 57, 'left_suc_strategic': 5, 'left_unsuc_best_try': 14, 'left_unsuc_sincere': 22, 'left_unsuc_random': 20, 'left_winning_sincere': 44630, 'right_suc_strategic': 3, 'right_unsuc_best_try': 16, 'right_unsuc_sincere': 15, 'right_unsuc_random': 11, 'right_winning_sincere': 44709}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 1, -3: 0, -1: 4}, 'left_unsuc_best_try': {-9: 11, -7: 2, -5: 0, -3: 1, -1: 0}, 'right_suc_strategic': {1: 0, 3: 1, 5: 1, 7: 1, 9: 0}, 'right_unsuc_best_try': {1: 2, 3: 1, 5: 1, 7: 5, 9: 7}}"
148,11003,8116,7617,7341,6736,8178,6857,7226,7767,8117,11042,"{'tie': 58, 'left_suc_strategic': 5, 'left_unsuc_best_try': 17, 'left_unsuc_sincere': 19, 'left_unsuc_random': 21, 'left_winning_sincere': 44632, 'right_suc_strategic': 2, 'right_unsuc_best_try': 9, 'right_unsuc_sincere': 15, 'right_unsuc_random': 16, 'right_winning_sincere': 44715}","{'left_suc_strategic': {-9: 0, -7: 1, -5: 0, -3: 2, -1: 2}, 'left_unsuc_best_try': {-9: 12, -7: 2, -5: 0, -3: 0, -1: 3}, 'right_suc_strategic': {1: 0, 3: 1, 5: 1, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 0, 3: 1, 5: 0, 7: 1, 9: 7}}"
149,10996,8118,7618,7342,6736,8178,6858,7228,7765,8117,11044,"{'tie': 57, 'left_suc_strategic': 5, 'left_unsuc_best_try': 19, 'left_unsuc_sincere': 15, 'left_unsuc_random': 27, 'left_winning_sincere': 44626, 'right_suc_strategic': 3, 'right_unsuc_best_try': 14, 'right_unsuc_sincere': 6, 'right_unsuc_random': 18, 'right_winning_sincere': 44719}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 0, -3: 1, -1: 4}, 'left_unsuc_best_try': {-9: 11, -7: 1, -5: 2, -3: 3, -1: 2}, 'right_suc_strategic': {1: 1, 3: 1, 5: 1, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 0, 3: 0, 5: 2, 7: 3, 9: 9}}"
150,11004,8119,7615,7339,6734,8178,6855,7227,7763,8116,11050,"{'tie': 57, 'left_suc_strategic': 7, 'left_unsuc_best_try': 27, 'left_unsuc_sincere': 18, 'left_unsuc_random': 15, 'left_winning_sincere': 44629, 'right_suc_strategic': 4, 'right_unsuc_best_try': 8, 'right_unsuc_sincere': 21, 'right_unsuc_random': 9, 'right_winning_sincere': 44723}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 4, -3: 2, -1: 1}, 'left_unsuc_best_try': {-9: 15, -7: 5, -5: 3, -3: 3, -1: 1}, 'right_suc_strategic': {1: 2, 3: 1, 5: 0, 7: 1, 9: 0}, 'right_unsuc_best_try': {1: 1, 3: 1, 5: 1, 7: 1, 9: 4}}"
151,11001,8117,7615,7344,6734,8178,6858,7229,7759,8114,11051,"{'tie': 54, 'left_suc_strategic': 1, 'left_unsuc_best_try': 18, 'left_unsuc_sincere': 19, 'left_unsuc_random': 19, 'left_winning_sincere': 44633, 'right_suc_strategic': 2, 'right_unsuc_best_try': 7, 'right_unsuc_sincere': 14, 'right_unsuc_random': 13, 'right_winning_sincere': 44727}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 0, -3: 0, -1: 1}, 'left_unsuc_best_try': {-9: 13, -7: 3, -5: 0, -3: 0, -1: 2}, 'right_suc_strategic': {1: 0, 3: 0, 5: 1, 7: 1, 9: 0}, 'right_unsuc_best_try': {1: 0, 3: 0, 5: 2, 7: 1, 9: 4}}"
152,11004,8116,7613,7343,6731,8178,6858,7231,7761,8116,11049,"{'tie': 55, 'left_suc_strategic': 1, 'left_unsuc_best_try': 21, 'left_unsuc_sincere': 15, 'left_unsuc_random': 19, 'left_winning_sincere': 44637, 'right_suc_strategic': 1, 'right_unsuc_best_try': 12, 'right_unsuc_sincere': 14, 'right_unsuc_random': 11, 'right_winning_sincere': 44722}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 0, -3: 1, -1: 0}, 'left_unsuc_best_try': {-9: 14, -7: 2, -5: 2, -3: 0, -1: 3}, 'right_suc_strategic': {1: 0, 3: 1, 5: 0, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 0, 3: 0, 5: 2, 7: 1, 9: 9}}"
153,10996,8118,7617,7340,6732,8178,6858,7230,7761,8118,11052,"{'tie': 53, 'left_suc_strategic': 3, 'left_unsuc_best_try': 10, 'left_unsuc_sincere': 18, 'left_unsuc_random': 23, 'left_winning_sincere': 44634, 'right_suc_strategic': 3, 'right_unsuc_best_try': 15, 'right_unsuc_sincere': 13, 'right_unsuc_random': 9, 'right_winning_sincere': 44726}","{'left_suc_strategic': {-9: 0, -7: 1, -5: 0, -3: 2, -1: 0}, 'left_unsuc_best_try': {-9: 5, -7: 0, -5: 1, -3: 4, -1: 0}, 'right_suc_strategic': {1: 0, 3: 2, 5: 0, 7: 1, 9: 0}, 'right_unsuc_best_try': {1: 2, 3: 0, 5: 0, 7: 1, 9: 12}}"
154,10992,8121,7616,7338,6732,8178,6860,7231,7766,8119,11047,"{'tie': 55, 'left_suc_strategic': 4, 'left_unsuc_best_try': 18, 'left_unsuc_sincere': 10, 'left_unsuc_random': 22, 'left_winning_sincere': 44623, 'right_suc_strategic': 1, 'right_unsuc_best_try': 9, 'right_unsuc_sincere': 13, 'right_unsuc_random': 13, 'right_winning_sincere': 44736}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 0, -3: 4, -1: 0}, 'left_unsuc_best_try': {-9: 11, -7: 0, -5: 4, -3: 1, -1: 2}, 'right_suc_strategic': {1: 1, 3: 0, 5: 0, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 0, 3: 1, 5: 0, 7: 1, 9: 7}}"
155,10991,8120,7617,7339,6729,8178,6861,7231,7762,8120,11052,"{'tie': 58, 'left_suc_strategic': 5, 'left_unsuc_best_try': 19, 'left_unsuc_sincere': 11, 'left_unsuc_random': 19, 'left_winning_sincere': 44618, 'right_suc_strategic': 3, 'right_unsuc_best_try': 14, 'right_unsuc_sincere': 13, 'right_unsuc_random': 11, 'right_winning_sincere': 44740}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 2, -3: 1, -1: 2}, 'left_unsuc_best_try': {-9: 12, -7: 4, -5: 1, -3: 1, -1: 1}, 'right_suc_strategic': {1: 0, 3: 0, 5: 3, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 1, 3: 1, 5: 3, 7: 1, 9: 8}}"
156,10995,8116,7615,7338,6727,8178,6862,7231,7761,8123,11054,"{'tie': 56, 'left_suc_strategic': 5, 'left_unsuc_best_try': 10, 'left_unsuc_sincere': 21, 'left_unsuc_random': 14, 'left_winning_sincere': 44621, 'right_suc_strategic': 1, 'right_unsuc_best_try': 15, 'right_unsuc_sincere': 13, 'right_unsuc_random': 6, 'right_winning_sincere': 44747}","{'left_suc_strategic': {-9: 0, -7: 2, -5: 1, -3: 1, -1: 1}, 'left_unsuc_best_try': {-9: 7, -7: 1, -5: 1, -3: 1, -1: 0}, 'right_suc_strategic': {1: 0, 3: 0, 5: 1, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 2, 3: 1, 5: 1, 7: 1, 9: 10}}"
157,10987,8120,7615,7339,6727,8178,6866,7231,7763,8123,11051,"{'tie': 54, 'left_suc_strategic': 1, 'left_unsuc_best_try': 11, 'left_unsuc_sincere': 15, 'left_unsuc_random': 20, 'left_winning_sincere': 44619, 'right_suc_strategic': 0, 'right_unsuc_best_try': 13, 'right_unsuc_sincere': 9, 'right_unsuc_random': 12, 'right_winning_sincere': 44751}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 0, -3: 1, -1: 0}, 'left_unsuc_best_try': {-9: 8, -7: 1, -5: 2, -3: 0, -1: 0}, 'right_suc_strategic': {1: 0, 3: 0, 5: 0, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 1, 3: 0, 5: 1, 7: 2, 9: 9}}"
158,10986,8120,7619,7339,6726,8178,6869,7233,7759,8119,11052,"{'tie': 57, 'left_suc_strategic': 6, 'left_unsuc_best_try': 11, 'left_unsuc_sincere': 18, 'left_unsuc_random': 16, 'left_winning_sincere': 44611, 'right_suc_strategic': 2, 'right_unsuc_best_try': 13, 'right_unsuc_sincere': 11, 'right_unsuc_random': 14, 'right_winning_sincere': 44755}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 1, -3: 2, -1: 3}, 'left_unsuc_best_try': {-9: 7, -7: 2, -5: 0, -3: 2, -1: 0}, 'right_suc_strategic': {1: 0, 3: 0, 5: 2, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 1, 3: 0, 5: 1, 7: 4, 9: 7}}"
159,10984,8124,7615,7338,6724,8178,6871,7234,7765,8119,11048,"{'tie': 59, 'left_suc_strategic': 4, 'left_unsuc_best_try': 17, 'left_unsuc_sincere': 7, 'left_unsuc_random': 20, 'left_winning_sincere': 44618, 'right_suc_strategic': 1, 'right_unsuc_best_try': 7, 'right_unsuc_sincere': 10, 'right_unsuc_random': 16, 'right_winning_sincere': 44746}","{'left_suc_strategic': {-9: 0, -7: 1, -5: 1, -3: 0, -1: 2}, 'left_unsuc_best_try': {-9: 12, -7: 2, -5: 3, -3: 0, -1: 0}, 'right_suc_strategic': {1: 0, 3: 1, 5: 0, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 1, 3: 0, 5: 0, 7: 2, 9: 4}}"
160,10989,8121,7614,7337,6724,8178,6867,7237,7766,8120,11047,"{'tie': 63, 'left_suc_strategic': 3, 'left_unsuc_best_try': 11, 'left_unsuc_sincere': 21, 'left_unsuc_random': 11, 'left_winning_sincere': 44624, 'right_suc_strategic': 2, 'right_unsuc_best_try': 13, 'right_unsuc_sincere': 15, 'right_unsuc_random': 8, 'right_winning_sincere': 44739}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 1, -3: 0, -1: 2}, 'left_unsuc_best_try': {-9: 6, -7: 3, -5: 1, -3: 1, -1: 0}, 'right_suc_strategic': {1: 2, 3: 0, 5: 0, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 2, 3: 0, 5: 1, 7: 1, 9: 9}}"
161,10986,8119,7610,7343,6726,8178,6869,7232,7768,8116,11053,"{'tie': 59, 'left_suc_strategic': 1, 'left_unsuc_best_try': 13, 'left_unsuc_sincere': 16, 'left_unsuc_random': 14, 'left_winning_sincere': 44629, 'right_suc_strategic': 1, 'right_unsuc_best_try': 11, 'right_unsuc_sincere': 12, 'right_unsuc_random': 15, 'right_winning_sincere': 44749}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 1, -3: 0, -1: 0}, 'left_unsuc_best_try': {-9: 9, -7: 2, -5: 2, -3: 0, -1: 0}, 'right_suc_strategic': {1: 0, 3: 1, 5: 0, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 0, 3: 2, 5: 1, 7: 3, 9: 5}}"
162,10986,8118,7613,7343,6726,8178,6867,7235,7767,8116,11051,"{'tie': 59, 'left_suc_strategic': 3, 'left_unsuc_best_try': 13, 'left_unsuc_sincere': 20, 'left_unsuc_random': 14, 'left_winning_sincere': 44623, 'right_suc_strategic': 6, 'right_unsuc_best_try': 10, 'right_unsuc_sincere': 9, 'right_unsuc_random': 14, 'right_winning_sincere': 44740}","{'left_suc_strategic': {-9: 0, -7: 1, -5: 0, -3: 2, -1: 0}, 'left_unsuc_best_try': {-9: 7, -7: 4, -5: 2, -3: 0, -1: 0}, 'right_suc_strategic': {1: 2, 3: 1, 5: 3, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 1, 3: 0, 5: 2, 7: 0, 9: 7}}"
163,10992,8117,7614,7341,6723,8178,6866,7232,7760,8117,11060,"{'tie': 56, 'left_suc_strategic': 4, 'left_unsuc_best_try': 16, 'left_unsuc_sincere': 13, 'left_unsuc_random': 14, 'left_winning_sincere': 44623, 'right_suc_strategic': 4, 'right_unsuc_best_try': 20, 'right_unsuc_sincere': 10, 'right_unsuc_random': 10, 'right_winning_sincere': 44740}","{'left_suc_strategic': {-9: 0, -7: 1, -5: 0, -3: 2, -1: 1}, 'left_unsuc_best_try': {-9: 6, -7: 2, -5: 3, -3: 3, -1: 2}, 'right_suc_strategic': {1: 1, 3: 1, 5: 2, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 1, 3: 2, 5: 4, 7: 2, 9: 11}}"
164,10991,8118,7614,7339,6723,8178,6866,7233,7760,8118,11060,"{'tie': 57, 'left_suc_strategic': 5, 'left_unsuc_best_try': 16, 'left_unsuc_sincere': 10, 'left_unsuc_random': 14, 'left_winning_sincere': 44626, 'right_suc_strategic': 1, 'right_unsuc_best_try': 12, 'right_unsuc_sincere': 14, 'right_unsuc_random': 10, 'right_winning_sincere': 44745}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 2, -3: 1, -1: 2}, 'left_unsuc_best_try': {-9: 12, -7: 0, -5: 2, -3: 2, -1: 0}, 'right_suc_strategic': {1: 0, 3: 0, 5: 0, 7: 1, 9: 0}, 'right_unsuc_best_try': {1: 2, 3: 1, 5: 1, 7: 1, 9: 7}}"
165,10986,8121,7612,7342,6725,8178,6865,7233,7767,8118,11053,"{'tie': 57, 'left_suc_strategic': 5, 'left_unsuc_best_try': 10, 'left_unsuc_sincere': 13, 'left_unsuc_random': 17, 'left_winning_sincere': 44626, 'right_suc_strategic': 3, 'right_unsuc_best_try': 13, 'right_unsuc_sincere': 10, 'right_unsuc_random': 14, 'right_winning_sincere': 44746}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 4, -3: 1, -1: 0}, 'left_unsuc_best_try': {-9: 7, -7: 1, -5: 1, -3: 0, -1: 1}, 'right_suc_strategic': {1: 1, 3: 2, 5: 0, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 0, 3: 0, 5: 0, 7: 2, 9: 11}}"
166,10989,8121,7610,7344,6726,8178,6863,7231,7768,8119,11051,"{'tie': 60, 'left_suc_strategic': 2, 'left_unsuc_best_try': 16, 'left_unsuc_sincere': 10, 'left_unsuc_random': 12, 'left_winning_sincere': 44625, 'right_suc_strategic': 4, 'right_unsuc_best_try': 11, 'right_unsuc_sincere': 11, 'right_unsuc_random': 10, 'right_winning_sincere': 44748}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 1, -3: 1, -1: 0}, 'left_unsuc_best_try': {-9: 12, -7: 0, -5: 1, -3: 1, -1: 2}, 'right_suc_strategic': {1: 1, 3: 2, 5: 1, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 1, 3: 1, 5: 2, 7: 1, 9: 6}}"
167,10989,8120,7617,7342,6723,8178,6864,7231,7764,8118,11054,"{'tie': 59, 'left_suc_strategic': 4, 'left_unsuc_best_try': 15, 'left_unsuc_sincere': 14, 'left_unsuc_random': 12, 'left_winning_sincere': 44626, 'right_suc_strategic': 3, 'right_unsuc_best_try': 12, 'right_unsuc_sincere': 12, 'right_unsuc_random': 10, 'right_winning_sincere': 44740}","{'left_suc_strategic': {-9: 0, -7: 1, -5: 0, -3: 1, -1: 2}, 'left_unsuc_best_try': {-9: 10, -7: 1, -5: 0, -3: 3, -1: 1}, 'right_suc_strategic': {1: 0, 3: 0, 5: 2, 7: 1, 9: 0}, 'right_unsuc_best_try': {1: 1, 3: 0, 5: 2, 7: 3, 9: 6}}"
168,10984,8118,7613,7341,6726,8178,6866,7234,7766,8122,11052,"{'tie': 58, 'left_suc_strategic': 2, 'left_unsuc_best_try': 12, 'left_unsuc_sincere': 11, 'left_unsuc_random': 18, 'left_winning_sincere': 44632, 'right_suc_strategic': 3, 'right_unsuc_best_try': 12, 'right_unsuc_sincere': 11, 'right_unsuc_random': 10, 'right_winning_sincere': 44741}","{'left_suc_strategic': {-9: 0, -7: 1, -5: 0, -3: 1, -1: 0}, 'left_unsuc_best_try': {-9: 7, -7: 1, -5: 3, -3: 1, -1: 0}, 'right_suc_strategic': {1: 2, 3: 0, 5: 1, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 3, 3: 0, 5: 0, 7: 0, 9: 9}}"
169,10977,8118,7617,7339,6723,8178,6867,7236,7769,8123,11053,"{'tie': 57, 'left_suc_strategic': 3, 'left_unsuc_best_try': 12, 'left_unsuc_sincere': 8, 'left_unsuc_random': 19, 'left_winning_sincere': 44619, 'right_suc_strategic': 1, 'right_unsuc_best_try': 10, 'right_unsuc_sincere': 15, 'right_unsuc_random': 8, 'right_winning_sincere': 44752}","{'left_suc_strategic': {-9: 0, -7: 1, -5: 0, -3: 0, -1: 2}, 'left_unsuc_best_try': {-9: 7, -7: 3, -5: 0, -3: 1, -1: 1}, 'right_suc_strategic': {1: 0, 3: 1, 5: 0, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 0, 3: 0, 5: 0, 7: 1, 9: 9}}"
170,10970,8118,7617,7339,6725,8178,6870,7238,7766,8127,11052,"{'tie': 56, 'left_suc_strategic': 5, 'left_unsuc_best_try': 11, 'left_unsuc_sincere': 14, 'left_unsuc_random': 17, 'left_winning_sincere': 44605, 'right_suc_strategic': 4, 'right_unsuc_best_try': 9, 'right_unsuc_sincere': 10, 'right_unsuc_random': 13, 'right_winning_sincere': 44761}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 3, -3: 1, -1: 1}, 'left_unsuc_best_try': {-9: 9, -7: 2, -5: 0, -3: 0, -1: 0}, 'right_suc_strategic': {1: 2, 3: 1, 5: 1, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 0, 3: 0, 5: 2, 7: 1, 9: 6}}"
171,10972,8116,7617,7339,6722,8178,6868,7240,7769,8126,11053,"{'tie': 63, 'left_suc_strategic': 1, 'left_unsuc_best_try': 15, 'left_unsuc_sincere': 18, 'left_unsuc_random': 10, 'left_winning_sincere': 44589, 'right_suc_strategic': 1, 'right_unsuc_best_try': 12, 'right_unsuc_sincere': 10, 'right_unsuc_random': 11, 'right_winning_sincere': 44769}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 0, -3: 0, -1: 1}, 'left_unsuc_best_try': {-9: 9, -7: 2, -5: 1, -3: 1, -1: 2}, 'right_suc_strategic': {1: 0, 3: 1, 5: 0, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 1, 3: 0, 5: 1, 7: 3, 9: 7}}"
172,10976,8113,7618,7340,6719,8178,6866,7239,7774,8123,11054,"{'tie': 61, 'left_suc_strategic': 5, 'left_unsuc_best_try': 12, 'left_unsuc_sincere': 19, 'left_unsuc_random': 10, 'left_winning_sincere': 44592, 'right_suc_strategic': 5, 'right_unsuc_best_try': 11, 'right_unsuc_sincere': 11, 'right_unsuc_random': 10, 'right_winning_sincere': 44766}","{'left_suc_strategic': {-9: 0, -7: 1, -5: 1, -3: 2, -1: 1}, 'left_unsuc_best_try': {-9: 9, -7: 1, -5: 1, -3: 0, -1: 1}, 'right_suc_strategic': {1: 3, 3: 1, 5: 0, 7: 1, 9: 0}, 'right_unsuc_best_try': {1: 0, 3: 1, 5: 0, 7: 2, 9: 8}}"
173,10976,8115,7615,7340,6721,8178,6868,7237,7771,8123,11056,"{'tie': 61, 'left_suc_strategic': 3, 'left_unsuc_best_try': 12, 'left_unsuc_sincere': 17, 'left_unsuc_random': 10, 'left_winning_sincere': 44589, 'right_suc_strategic': 2, 'right_unsuc_best_try': 12, 'right_unsuc_sincere': 11, 'right_unsuc_random': 11, 'right_winning_sincere': 44775}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 1, -3: 1, -1: 1}, 'left_unsuc_best_try': {-9: 7, -7: 0, -5: 3, -3: 1, -1: 1}, 'right_suc_strategic': {1: 0, 3: 1, 5: 1, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 0, 3: 2, 5: 2, 7: 2, 9: 6}}"
174,10975,8120,7613,7340,6720,8178,6868,7236,7770,8125,11055,"{'tie': 63, 'left_suc_strategic': 3, 'left_unsuc_best_try': 9, 'left_unsuc_sincere': 17, 'left_unsuc_random': 11, 'left_winning_sincere': 44592, 'right_suc_strategic': 1, 'right_unsuc_best_try': 10, 'right_unsuc_sincere': 13, 'right_unsuc_random': 10, 'right_winning_sincere': 44777}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 2, -3: 1, -1: 0}, 'left_unsuc_best_try': {-9: 7, -7: 0, -5: 0, -3: 0, -1: 2}, 'right_suc_strategic': {1: 0, 3: 0, 5: 1, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 1, 3: 1, 5: 1, 7: 0, 9: 7}}"
175,10979,8112,7613,7340,6718,8178,6868,7237,7770,8123,11062,"{'tie': 61, 'left_suc_strategic': 2, 'left_unsuc_best_try': 14, 'left_unsuc_sincere': 9, 'left_unsuc_random': 14, 'left_winning_sincere': 44588, 'right_suc_strategic': 2, 'right_unsuc_best_try': 13, 'right_unsuc_sincere': 13, 'right_unsuc_random': 6, 'right_winning_sincere': 44778}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 1, -3: 1, -1: 0}, 'left_unsuc_best_try': {-9: 7, -7: 4, -5: 1, -3: 1, -1: 1}, 'right_suc_strategic': {1: 0, 3: 0, 5: 0, 7: 2, 9: 0}, 'right_unsuc_best_try': {1: 1, 3: 3, 5: 3, 7: 0, 9: 6}}"
176,10976,8108,7615,7337,6723,8178,6871,7236,7773,8126,11057,"{'tie': 59, 'left_suc_strategic': 3, 'left_unsuc_best_try': 11, 'left_unsuc_sincere': 12, 'left_unsuc_random': 17, 'left_winning_sincere': 44582, 'right_suc_strategic': 0, 'right_unsuc_best_try': 12, 'right_unsuc_sincere': 8, 'right_unsuc_random': 11, 'right_winning_sincere': 44788}","{'left_suc_strategic': {-9: 0, -7: 1, -5: 0, -3: 2, -1: 0}, 'left_unsuc_best_try': {-9: 4, -7: 4, -5: 0, -3: 3, -1: 0}, 'right_suc_strategic': {1: 0, 3: 0, 5: 0, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 0, 3: 1, 5: 1, 7: 1, 9: 9}}"
177,10979,8108,7613,7338,6719,8178,6873,7238,7770,8122,11062,"{'tie': 57, 'left_suc_strategic': 4, 'left_unsuc_best_try': 17, 'left_unsuc_sincere': 13, 'left_unsuc_random': 17, 'left_winning_sincere': 44576, 'right_suc_strategic': 2, 'right_unsuc_best_try': 22, 'right_unsuc_sincere': 5, 'right_unsuc_random': 9, 'right_winning_sincere': 44791}","{'left_suc_strategic': {-9: 0, -7: 2, -5: 1, -3: 0, -1: 1}, 'left_unsuc_best_try': {-9: 8, -7: 2, -5: 2, -3: 2, -1: 3}, 'right_suc_strategic': {1: 0, 3: 0, 5: 1, 7: 1, 9: 0}, 'right_unsuc_best_try': {1: 0, 3: 1, 5: 2, 7: 4, 9: 15}}"
